fips,NAME,variable,median_income,moe
21091,"Hancock County, Kentucky",B06011_001,30737,2516
21093,"Hardin County, Kentucky",B06011_001,31473,731
21095,"Harlan County, Kentucky",B06011_001,18441,1125
21097,"Harrison County, Kentucky",B06011_001,25553,1977
21099,"Hart County, Kentucky",B06011_001,22334,2242
21101,"Henderson County, Kentucky",B06011_001,27985,1717
21103,"Henry County, Kentucky",B06011_001,26073,1729
21105,"Hickman County, Kentucky",B06011_001,23553,2941
21107,"Hopkins County, Kentucky",B06011_001,26395,1193
21109,"Jackson County, Kentucky",B06011_001,17713,2275
21111,"Jefferson County, Kentucky",B06011_001,32123,295
21113,"Jessamine County, Kentucky",B06011_001,29115,1369
21115,"Johnson County, Kentucky",B06011_001,21161,2237
21117,"Kenton County, Kentucky",B06011_001,33895,727
21119,"Knott County, Kentucky",B06011_001,17882,1642
21121,"Knox County, Kentucky",B06011_001,17324,1643
21123,"Larue County, Kentucky",B06011_001,25644,2964
21125,"Laurel County, Kentucky",B06011_001,23667,1284
21127,"Lawrence County, Kentucky",B06011_001,20573,1920
21129,"Lee County, Kentucky",B06011_001,14883,2266
21131,"Leslie County, Kentucky",B06011_001,20951,2139
21133,"Letcher County, Kentucky",B06011_001,20683,1475
21135,"Lewis County, Kentucky",B06011_001,20097,2544
21137,"Lincoln County, Kentucky",B06011_001,22616,1828
21139,"Livingston County, Kentucky",B06011_001,25642,2073
21141,"Logan County, Kentucky",B06011_001,26348,1404
21143,"Lyon County, Kentucky",B06011_001,24155,3196
21145,"McCracken County, Kentucky",B06011_001,25820,1262
21147,"McCreary County, Kentucky",B06011_001,17367,1992
21149,"McLean County, Kentucky",B06011_001,28612,3756
21151,"Madison County, Kentucky",B06011_001,24250,1411
21153,"Magoffin County, Kentucky",B06011_001,16560,2169
21155,"Marion County, Kentucky",B06011_001,24011,1617
21157,"Marshall County, Kentucky",B06011_001,29653,2365
21159,"Martin County, Kentucky",B06011_001,23129,3172
21161,"Mason County, Kentucky",B06011_001,25269,1181
21163,"Meade County, Kentucky",B06011_001,31050,1226
21165,"Menifee County, Kentucky",B06011_001,22151,3453
21167,"Mercer County, Kentucky",B06011_001,28659,2312
21169,"Metcalfe County, Kentucky",B06011_001,21399,1650
21171,"Monroe County, Kentucky",B06011_001,21824,2190
21173,"Montgomery County, Kentucky",B06011_001,25002,2313
21175,"Morgan County, Kentucky",B06011_001,21160,1301
21177,"Muhlenberg County, Kentucky",B06011_001,21822,1397
21179,"Nelson County, Kentucky",B06011_001,31062,1388
21181,"Nicholas County, Kentucky",B06011_001,22074,3149
21183,"Ohio County, Kentucky",B06011_001,23096,1006
21185,"Oldham County, Kentucky",B06011_001,42322,1319
21187,"Owen County, Kentucky",B06011_001,26516,2072
21189,"Owsley County, Kentucky",B06011_001,16008,3294
21191,"Pendleton County, Kentucky",B06011_001,28004,2456
21193,"Perry County, Kentucky",B06011_001,22727,1446
21195,"Pike County, Kentucky",B06011_001,20899,813
21197,"Powell County, Kentucky",B06011_001,23373,2347
21199,"Pulaski County, Kentucky",B06011_001,22087,1012
21201,"Robertson County, Kentucky",B06011_001,27195,3812
21203,"Rockcastle County, Kentucky",B06011_001,20631,1442
21205,"Rowan County, Kentucky",B06011_001,20135,1469
21207,"Russell County, Kentucky",B06011_001,23120,1704
21209,"Scott County, Kentucky",B06011_001,35673,1090
21211,"Shelby County, Kentucky",B06011_001,31811,1165
21213,"Simpson County, Kentucky",B06011_001,28986,1517
21215,"Spencer County, Kentucky",B06011_001,38139,3027
21217,"Taylor County, Kentucky",B06011_001,24265,1859
21219,"Todd County, Kentucky",B06011_001,27925,2144
21221,"Trigg County, Kentucky",B06011_001,27148,1726
21223,"Trimble County, Kentucky",B06011_001,27327,3372
21225,"Union County, Kentucky",B06011_001,26631,1326
21227,"Warren County, Kentucky",B06011_001,26104,677
21229,"Washington County, Kentucky",B06011_001,27442,2586
21231,"Wayne County, Kentucky",B06011_001,21169,1600
21233,"Webster County, Kentucky",B06011_001,24905,2912
21235,"Whitley County, Kentucky",B06011_001,18444,1881
21237,"Wolfe County, Kentucky",B06011_001,12917,1628
21239,"Woodford County, Kentucky",B06011_001,33727,2214
22001,"Acadia Parish, Louisiana",B06011_001,24529,1578
22003,"Allen Parish, Louisiana",B06011_001,23450,1663
22005,"Ascension Parish, Louisiana",B06011_001,40902,2093
22007,"Assumption Parish, Louisiana",B06011_001,24498,1735
22009,"Avoyelles Parish, Louisiana",B06011_001,22870,1301
22011,"Beauregard Parish, Louisiana",B06011_001,26372,1446
22013,"Bienville Parish, Louisiana",B06011_001,21096,1675
22015,"Bossier Parish, Louisiana",B06011_001,30308,1438
22017,"Caddo Parish, Louisiana",B06011_001,24675,750
22019,"Calcasieu Parish, Louisiana",B06011_001,28237,1322
22021,"Caldwell Parish, Louisiana",B06011_001,24440,3407
22023,"Cameron Parish, Louisiana",B06011_001,32073,4986
22025,"Catahoula Parish, Louisiana",B06011_001,24592,2037
22027,"Claiborne Parish, Louisiana",B06011_001,16467,960
22029,"Concordia Parish, Louisiana",B06011_001,21623,1074
22031,"De Soto Parish, Louisiana",B06011_001,24685,1470
22033,"East Baton Rouge Parish, Louisiana",B06011_001,30438,638
22035,"East Carroll Parish, Louisiana",B06011_001,16796,2940
22037,"East Feliciana Parish, Louisiana",B06011_001,28392,2216
22039,"Evangeline Parish, Louisiana",B06011_001,19264,854
22041,"Franklin Parish, Louisiana",B06011_001,23192,1595
22043,"Grant Parish, Louisiana",B06011_001,23105,1805
22045,"Iberia Parish, Louisiana",B06011_001,26131,1452
22047,"Iberville Parish, Louisiana",B06011_001,25854,1586
22049,"Jackson Parish, Louisiana",B06011_001,22853,1961
22051,"Jefferson Parish, Louisiana",B06011_001,30904,616
22053,"Jefferson Davis Parish, Louisiana",B06011_001,24260,1232
22055,"Lafayette Parish, Louisiana",B06011_001,31110,855
22057,"Lafourche Parish, Louisiana",B06011_001,25996,825
22059,"LaSalle Parish, Louisiana",B06011_001,25830,2908
22061,"Lincoln Parish, Louisiana",B06011_001,20235,893
22063,"Livingston Parish, Louisiana",B06011_001,33269,1713
22065,"Madison Parish, Louisiana",B06011_001,20168,2046
22067,"Morehouse Parish, Louisiana",B06011_001,22162,1470
22069,"Natchitoches Parish, Louisiana",B06011_001,18888,1447
22071,"Orleans Parish, Louisiana",B06011_001,26607,523
22073,"Ouachita Parish, Louisiana",B06011_001,26304,777
22075,"Plaquemines Parish, Louisiana",B06011_001,30397,3295
22077,"Pointe Coupee Parish, Louisiana",B06011_001,25828,2162
22079,"Rapides Parish, Louisiana",B06011_001,26174,702
22081,"Red River Parish, Louisiana",B06011_001,20236,3857
22083,"Richland Parish, Louisiana",B06011_001,21942,1562
22085,"Sabine Parish, Louisiana",B06011_001,22936,1229
22087,"St. Bernard Parish, Louisiana",B06011_001,26049,1204
22089,"St. Charles Parish, Louisiana",B06011_001,38012,2516
22091,"St. Helena Parish, Louisiana",B06011_001,23479,2957
22093,"St. James Parish, Louisiana",B06011_001,28177,3309
22095,"St. John the Baptist Parish, Louisiana",B06011_001,28304,2664
22097,"St. Landry Parish, Louisiana",B06011_001,21981,923
22099,"St. Martin Parish, Louisiana",B06011_001,26485,1221
22101,"St. Mary Parish, Louisiana",B06011_001,25445,1276
22103,"St. Tammany Parish, Louisiana",B06011_001,34040,1371
22105,"Tangipahoa Parish, Louisiana",B06011_001,25418,959
22107,"Tensas Parish, Louisiana",B06011_001,21122,1590
22109,"Terrebonne Parish, Louisiana",B06011_001,26454,816
22111,"Union Parish, Louisiana",B06011_001,23954,3548
22113,"Vermilion Parish, Louisiana",B06011_001,26627,1479
22115,"Vernon Parish, Louisiana",B06011_001,27120,1404
22117,"Washington Parish, Louisiana",B06011_001,21446,1328
22119,"Webster Parish, Louisiana",B06011_001,17810,1123
22121,"West Baton Rouge Parish, Louisiana",B06011_001,36223,2850
22123,"West Carroll Parish, Louisiana",B06011_001,23337,1621
22125,"West Feliciana Parish, Louisiana",B06011_001,30623,7352
22127,"Winn Parish, Louisiana",B06011_001,23083,1732
23001,"Androscoggin County, Maine",B06011_001,30302,694
23003,"Aroostook County, Maine",B06011_001,24147,1063
23005,"Cumberland County, Maine",B06011_001,37226,785
23007,"Franklin County, Maine",B06011_001,26677,1223
23009,"Hancock County, Maine",B06011_001,30926,897
23011,"Kennebec County, Maine",B06011_001,30013,800
23013,"Knox County, Maine",B06011_001,30489,1072
23015,"Lincoln County, Maine",B06011_001,31872,1305
23017,"Oxford County, Maine",B06011_001,25421,872
23019,"Penobscot County, Maine",B06011_001,27164,666
23021,"Piscataquis County, Maine",B06011_001,23252,1252
23023,"Sagadahoc County, Maine",B06011_001,36486,1997
23025,"Somerset County, Maine",B06011_001,24098,1013
23027,"Waldo County, Maine",B06011_001,29742,1557
23029,"Washington County, Maine",B06011_001,24537,1067
23031,"York County, Maine",B06011_001,33945,829
24001,"Allegany County, Maryland",B06011_001,23749,1030
24003,"Anne Arundel County, Maryland",B06011_001,48003,827
24005,"Baltimore County, Maryland",B06011_001,40461,459
24009,"Calvert County, Maryland",B06011_001,49961,1838
24011,"Caroline County, Maryland",B06011_001,29425,1486
24013,"Carroll County, Maryland",B06011_001,43291,1387
24015,"Cecil County, Maryland",B06011_001,36824,1155
24017,"Charles County, Maryland",B06011_001,49671,1287
24019,"Dorchester County, Maryland",B06011_001,28821,1701
24021,"Frederick County, Maryland",B06011_001,45373,884
24023,"Garrett County, Maryland",B06011_001,29967,1614
24025,"Harford County, Maryland",B06011_001,43528,990
24027,"Howard County, Maryland",B06011_001,58164,1704
24029,"Kent County, Maryland",B06011_001,31691,2124
24031,"Montgomery County, Maryland",B06011_001,50040,497
24033,"Prince George's County, Maryland",B06011_001,41402,411
24035,"Queen Anne's County, Maryland",B06011_001,42662,1608
24037,"St. Mary's County, Maryland",B06011_001,43851,2279
24039,"Somerset County, Maryland",B06011_001,21725,1683
24041,"Talbot County, Maryland",B06011_001,38561,1969
24043,"Washington County, Maryland",B06011_001,30729,814
24045,"Wicomico County, Maryland",B06011_001,28380,1523
24047,"Worcester County, Maryland",B06011_001,32814,1608
24510,"Baltimore city, Maryland",B06011_001,31089,422
25001,"Barnstable County, Massachusetts",B06011_001,38200,1081
25003,"Berkshire County, Massachusetts",B06011_001,31911,742
25005,"Bristol County, Massachusetts",B06011_001,34629,653
25007,"Dukes County, Massachusetts",B06011_001,40064,3720
25009,"Essex County, Massachusetts",B06011_001,37335,485
25011,"Franklin County, Massachusetts",B06011_001,32540,921
25013,"Hampden County, Massachusetts",B06011_001,30381,471
25015,"Hampshire County, Massachusetts",B06011_001,28763,1228
25017,"Middlesex County, Massachusetts",B06011_001,48230,555
25019,"Nantucket County, Massachusetts",B06011_001,48785,3901
25021,"Norfolk County, Massachusetts",B06011_001,48912,816
25023,"Plymouth County, Massachusetts",B06011_001,41029,673
25025,"Suffolk County, Massachusetts",B06011_001,36591,556
25027,"Worcester County, Massachusetts",B06011_001,36595,477
26001,"Alcona County, Michigan",B06011_001,25154,830
26003,"Alger County, Michigan",B06011_001,23482,2076
26005,"Allegan County, Michigan",B06011_001,31471,753
26007,"Alpena County, Michigan",B06011_001,24409,1153
26009,"Antrim County, Michigan",B06011_001,29130,1753
26011,"Arenac County, Michigan",B06011_001,26119,725
26013,"Baraga County, Michigan",B06011_001,26870,1677
26015,"Barry County, Michigan",B06011_001,32950,1172
26017,"Bay County, Michigan",B06011_001,27907,938
26019,"Benzie County, Michigan",B06011_001,29965,1685
26021,"Berrien County, Michigan",B06011_001,27347,615
26023,"Branch County, Michigan",B06011_001,28620,1087
26025,"Calhoun County, Michigan",B06011_001,27567,904
26027,"Cass County, Michigan",B06011_001,30520,991
26029,"Charlevoix County, Michigan",B06011_001,31026,1083
26031,"Cheboygan County, Michigan",B06011_001,26099,1023
26033,"Chippewa County, Michigan",B06011_001,25252,1045
26035,"Clare County, Michigan",B06011_001,21574,858
26037,"Clinton County, Michigan",B06011_001,35936,943
26039,"Crawford County, Michigan",B06011_001,24958,1763
26041,"Delta County, Michigan",B06011_001,26078,800
26043,"Dickinson County, Michigan",B06011_001,31510,1021
26045,"Eaton County, Michigan",B06011_001,35489,800
26047,"Emmet County, Michigan",B06011_001,30075,1231
26049,"Genesee County, Michigan",B06011_001,27604,610
26051,"Gladwin County, Michigan",B06011_001,25023,1010
26053,"Gogebic County, Michigan",B06011_001,24474,1120
26055,"Grand Traverse County, Michigan",B06011_001,32148,718
26057,"Gratiot County, Michigan",B06011_001,26386,713
26059,"Hillsdale County, Michigan",B06011_001,27211,832
26061,"Houghton County, Michigan",B06011_001,21988,929
26063,"Huron County, Michigan",B06011_001,27415,829
26065,"Ingham County, Michigan",B06011_001,27065,483
26067,"Ionia County, Michigan",B06011_001,30988,841
26069,"Iosco County, Michigan",B06011_001,24139,920
26071,"Iron County, Michigan",B06011_001,26235,1200
26073,"Isabella County, Michigan",B06011_001,19326,918
26075,"Jackson County, Michigan",B06011_001,29056,1174
26077,"Kalamazoo County, Michigan",B06011_001,29413,827
26079,"Kalkaska County, Michigan",B06011_001,25694,1124
26081,"Kent County, Michigan",B06011_001,32002,357
26083,"Keweenaw County, Michigan",B06011_001,30288,3394
26085,"Lake County, Michigan",B06011_001,20455,996
26087,"Lapeer County, Michigan",B06011_001,31276,860
26089,"Leelanau County, Michigan",B06011_001,33345,1440
26091,"Lenawee County, Michigan",B06011_001,29355,1272
26093,"Livingston County, Michigan",B06011_001,39501,989
26095,"Luce County, Michigan",B06011_001,25434,1490
26097,"Mackinac County, Michigan",B06011_001,25329,1511
26099,"Macomb County, Michigan",B06011_001,32374,291
26101,"Manistee County, Michigan",B06011_001,25986,978
26103,"Marquette County, Michigan",B06011_001,27352,1038
26105,"Mason County, Michigan",B06011_001,26263,889
26107,"Mecosta County, Michigan",B06011_001,21357,779
26109,"Menominee County, Michigan",B06011_001,26804,1016
26111,"Midland County, Michigan",B06011_001,32326,983
26113,"Missaukee County, Michigan",B06011_001,25757,1063
26115,"Monroe County, Michigan",B06011_001,32467,737
26117,"Montcalm County, Michigan",B06011_001,26908,685
26119,"Montmorency County, Michigan",B06011_001,25310,1157
26121,"Muskegon County, Michigan",B06011_001,27543,687
26123,"Newaygo County, Michigan",B06011_001,26756,924
26125,"Oakland County, Michigan",B06011_001,40638,385
26127,"Oceana County, Michigan",B06011_001,25306,1075
26129,"Ogemaw County, Michigan",B06011_001,23284,976
26131,"Ontonagon County, Michigan",B06011_001,23756,1696
26133,"Osceola County, Michigan",B06011_001,25175,888
26135,"Oscoda County, Michigan",B06011_001,25182,1345
26137,"Otsego County, Michigan",B06011_001,27431,1088
26139,"Ottawa County, Michigan",B06011_001,31994,528
26141,"Presque Isle County, Michigan",B06011_001,25963,1021
26143,"Roscommon County, Michigan",B06011_001,24276,1037
26145,"Saginaw County, Michigan",B06011_001,27005,524
26147,"St. Clair County, Michigan",B06011_001,30097,680
26149,"St. Joseph County, Michigan",B06011_001,29110,941
26151,"Sanilac County, Michigan",B06011_001,27444,959
26153,"Schoolcraft County, Michigan",B06011_001,24686,2033
26155,"Shiawassee County, Michigan",B06011_001,29989,891
26157,"Tuscola County, Michigan",B06011_001,27205,743
26159,"Van Buren County, Michigan",B06011_001,27929,1114
26161,"Washtenaw County, Michigan",B06011_001,35419,584
26163,"Wayne County, Michigan",B06011_001,27902,362
26165,"Wexford County, Michigan",B06011_001,25952,885
27001,"Aitkin County, Minnesota",B06011_001,27660,1061
27003,"Anoka County, Minnesota",B06011_001,40331,417
27005,"Becker County, Minnesota",B06011_001,31616,897
27007,"Beltrami County, Minnesota",B06011_001,27284,1200
27009,"Benton County, Minnesota",B06011_001,34718,1629
27011,"Big Stone County, Minnesota",B06011_001,29036,3765
27013,"Blue Earth County, Minnesota",B06011_001,28303,1407
27015,"Brown County, Minnesota",B06011_001,32983,1113
27017,"Carlton County, Minnesota",B06011_001,33388,1637
27019,"Carver County, Minnesota",B06011_001,47669,1324
27021,"Cass County, Minnesota",B06011_001,30133,905
27023,"Chippewa County, Minnesota",B06011_001,32208,2237
27025,"Chisago County, Minnesota",B06011_001,40144,1320
27027,"Clay County, Minnesota",B06011_001,34403,1500
27029,"Clearwater County, Minnesota",B06011_001,27683,1273
27031,"Cook County, Minnesota",B06011_001,34099,2879
27033,"Cottonwood County, Minnesota",B06011_001,30255,1056
27035,"Crow Wing County, Minnesota",B06011_001,31330,714
27037,"Dakota County, Minnesota",B06011_001,43111,620
27039,"Dodge County, Minnesota",B06011_001,40729,958
27041,"Douglas County, Minnesota",B06011_001,35355,1112
27043,"Faribault County, Minnesota",B06011_001,31318,780
27045,"Fillmore County, Minnesota",B06011_001,34236,1281
27047,"Freeborn County, Minnesota",B06011_001,31118,816
27049,"Goodhue County, Minnesota",B06011_001,37463,1214
27051,"Grant County, Minnesota",B06011_001,30760,1067
27053,"Hennepin County, Minnesota",B06011_001,41989,339
27055,"Houston County, Minnesota",B06011_001,35591,1704
27057,"Hubbard County, Minnesota",B06011_001,29709,1026
27059,"Isanti County, Minnesota",B06011_001,37061,1327
27061,"Itasca County, Minnesota",B06011_001,28990,1444
27063,"Jackson County, Minnesota",B06011_001,34558,1779
27065,"Kanabec County, Minnesota",B06011_001,30094,1375
27067,"Kandiyohi County, Minnesota",B06011_001,32091,778
27069,"Kittson County, Minnesota",B06011_001,32075,2603
27071,"Koochiching County, Minnesota",B06011_001,32178,2040
27073,"Lac qui Parle County, Minnesota",B06011_001,30471,1605
27075,"Lake County, Minnesota",B06011_001,35134,3309
27077,"Lake of the Woods County, Minnesota",B06011_001,25883,1497
27079,"Le Sueur County, Minnesota",B06011_001,37509,1544
27081,"Lincoln County, Minnesota",B06011_001,30541,1235
27083,"Lyon County, Minnesota",B06011_001,31096,824
27085,"McLeod County, Minnesota",B06011_001,35477,1142
27087,"Mahnomen County, Minnesota",B06011_001,25587,1753
27089,"Marshall County, Minnesota",B06011_001,35537,1107
27091,"Martin County, Minnesota",B06011_001,32253,1655
27093,"Meeker County, Minnesota",B06011_001,32367,950
27095,"Mille Lacs County, Minnesota",B06011_001,29704,1392
27097,"Morrison County, Minnesota",B06011_001,31143,783
27099,"Mower County, Minnesota",B06011_001,31967,1049
27101,"Murray County, Minnesota",B06011_001,31772,1321
27103,"Nicollet County, Minnesota",B06011_001,34043,1788
27105,"Nobles County, Minnesota",B06011_001,30456,1090
27107,"Norman County, Minnesota",B06011_001,31957,1212
27109,"Olmsted County, Minnesota",B06011_001,41410,628
27111,"Otter Tail County, Minnesota",B06011_001,32705,895
27113,"Pennington County, Minnesota",B06011_001,35092,1734
27115,"Pine County, Minnesota",B06011_001,28913,1571
27117,"Pipestone County, Minnesota",B06011_001,29310,2298
27119,"Polk County, Minnesota",B06011_001,32158,1263
27121,"Pope County, Minnesota",B06011_001,34388,1729
27123,"Ramsey County, Minnesota",B06011_001,35188,373
27125,"Red Lake County, Minnesota",B06011_001,33221,2135
27127,"Redwood County, Minnesota",B06011_001,31113,730
27129,"Renville County, Minnesota",B06011_001,31353,959
27131,"Rice County, Minnesota",B06011_001,32415,1013
27133,"Rock County, Minnesota",B06011_001,34777,2290
27135,"Roseau County, Minnesota",B06011_001,34238,1052
27137,"St. Louis County, Minnesota",B06011_001,30338,539
27139,"Scott County, Minnesota",B06011_001,45545,1222
27141,"Sherburne County, Minnesota",B06011_001,40285,834
27143,"Sibley County, Minnesota",B06011_001,34900,1357
27145,"Stearns County, Minnesota",B06011_001,31403,601
27147,"Steele County, Minnesota",B06011_001,35675,1621
27149,"Stevens County, Minnesota",B06011_001,30332,3163
27151,"Swift County, Minnesota",B06011_001,33237,1782
27153,"Todd County, Minnesota",B06011_001,29691,1336
27155,"Traverse County, Minnesota",B06011_001,31472,2126
27157,"Wabasha County, Minnesota",B06011_001,35874,1323
27159,"Wadena County, Minnesota",B06011_001,27291,2081
27161,"Waseca County, Minnesota",B06011_001,32154,1215
27163,"Washington County, Minnesota",B06011_001,45682,832
27165,"Watonwan County, Minnesota",B06011_001,30256,2085
27167,"Wilkin County, Minnesota",B06011_001,35078,2581
27169,"Winona County, Minnesota",B06011_001,28526,1296
27171,"Wright County, Minnesota",B06011_001,41604,685
27173,"Yellow Medicine County, Minnesota",B06011_001,32661,1417
28001,"Adams County, Mississippi",B06011_001,19493,1941
28003,"Alcorn County, Mississippi",B06011_001,22234,1288
28005,"Amite County, Mississippi",B06011_001,20029,2000
28007,"Attala County, Mississippi",B06011_001,21362,2002
28009,"Benton County, Mississippi",B06011_001,25617,2257
28011,"Bolivar County, Mississippi",B06011_001,19557,1387
28013,"Calhoun County, Mississippi",B06011_001,22305,1428
28015,"Carroll County, Mississippi",B06011_001,23961,2418
28017,"Chickasaw County, Mississippi",B06011_001,22380,2093
28019,"Choctaw County, Mississippi",B06011_001,21190,1424
28021,"Claiborne County, Mississippi",B06011_001,15383,1509
28023,"Clarke County, Mississippi",B06011_001,23295,2304
28025,"Clay County, Mississippi",B06011_001,22847,2016
28027,"Coahoma County, Mississippi",B06011_001,18740,2040
28029,"Copiah County, Mississippi",B06011_001,22847,2781
28031,"Covington County, Mississippi",B06011_001,18535,1304
28033,"DeSoto County, Mississippi",B06011_001,33050,855
28035,"Forrest County, Mississippi",B06011_001,21577,1240
28037,"Franklin County, Mississippi",B06011_001,20807,2281
28039,"George County, Mississippi",B06011_001,24386,2450
28041,"Greene County, Mississippi",B06011_001,21600,3333
28043,"Grenada County, Mississippi",B06011_001,24028,2283
28045,"Hancock County, Mississippi",B06011_001,29959,1702
28047,"Harrison County, Mississippi",B06011_001,26826,716
28049,"Hinds County, Mississippi",B06011_001,25581,484
28051,"Holmes County, Mississippi",B06011_001,16579,948
28053,"Humphreys County, Mississippi",B06011_001,15985,1578
28055,"Issaquena County, Mississippi",B06011_001,18563,7424
28057,"Itawamba County, Mississippi",B06011_001,25310,1718
28059,"Jackson County, Mississippi",B06011_001,28319,1224
28061,"Jasper County, Mississippi",B06011_001,22289,1705
28063,"Jefferson County, Mississippi",B06011_001,18497,2140
28065,"Jefferson Davis County, Mississippi",B06011_001,19868,2153
28067,"Jones County, Mississippi",B06011_001,24948,1116
28069,"Kemper County, Mississippi",B06011_001,20560,2342
28071,"Lafayette County, Mississippi",B06011_001,23242,2002
28073,"Lamar County, Mississippi",B06011_001,30329,1958
28075,"Lauderdale County, Mississippi",B06011_001,23204,1370
28077,"Lawrence County, Mississippi",B06011_001,26521,2228
28079,"Leake County, Mississippi",B06011_001,22279,2093
28081,"Lee County, Mississippi",B06011_001,27479,1407
28083,"Leflore County, Mississippi",B06011_001,18556,1561
28085,"Lincoln County, Mississippi",B06011_001,25478,1896
28087,"Lowndes County, Mississippi",B06011_001,27096,1677
28089,"Madison County, Mississippi",B06011_001,37558,1574
28091,"Marion County, Mississippi",B06011_001,20794,1495
28093,"Marshall County, Mississippi",B06011_001,25002,2078
28095,"Monroe County, Mississippi",B06011_001,24380,1739
28097,"Montgomery County, Mississippi",B06011_001,20621,1851
28099,"Neshoba County, Mississippi",B06011_001,21590,1464
28101,"Newton County, Mississippi",B06011_001,25034,2067
28103,"Noxubee County, Mississippi",B06011_001,19535,2323
28105,"Oktibbeha County, Mississippi",B06011_001,18947,1744
28107,"Panola County, Mississippi",B06011_001,21733,1573
28109,"Pearl River County, Mississippi",B06011_001,25313,1641
28111,"Perry County, Mississippi",B06011_001,21673,1621
28113,"Pike County, Mississippi",B06011_001,19101,1099
28115,"Pontotoc County, Mississippi",B06011_001,25784,1501
28117,"Prentiss County, Mississippi",B06011_001,23082,2519
28119,"Quitman County, Mississippi",B06011_001,17094,1596
28121,"Rankin County, Mississippi",B06011_001,34157,1075
28123,"Scott County, Mississippi",B06011_001,21634,1513
28125,"Sharkey County, Mississippi",B06011_001,21807,4553
28127,"Simpson County, Mississippi",B06011_001,23046,1614
28129,"Smith County, Mississippi",B06011_001,23650,2962
28131,"Stone County, Mississippi",B06011_001,22411,2443
28133,"Sunflower County, Mississippi",B06011_001,17922,1530
28135,"Tallahatchie County, Mississippi",B06011_001,16987,1846
28137,"Tate County, Mississippi",B06011_001,27218,2423
28139,"Tippah County, Mississippi",B06011_001,20567,1521
28141,"Tishomingo County, Mississippi",B06011_001,21954,1978
28143,"Tunica County, Mississippi",B06011_001,22422,2706
28145,"Union County, Mississippi",B06011_001,26568,1929
28147,"Walthall County, Mississippi",B06011_001,20511,1635
28149,"Warren County, Mississippi",B06011_001,24567,1462
28151,"Washington County, Mississippi",B06011_001,20766,961
28153,"Wayne County, Mississippi",B06011_001,22014,3401
28155,"Webster County, Mississippi",B06011_001,26110,3422
28157,"Wilkinson County, Mississippi",B06011_001,20311,3812
28159,"Winston County, Mississippi",B06011_001,20623,1381
28161,"Yalobusha County, Mississippi",B06011_001,20566,1684
28163,"Yazoo County, Mississippi",B06011_001,16424,1002
29001,"Adair County, Missouri",B06011_001,19758,1867
29003,"Andrew County, Missouri",B06011_001,31245,1629
29005,"Atchison County, Missouri",B06011_001,28000,1795
29007,"Audrain County, Missouri",B06011_001,24973,1402
29009,"Barry County, Missouri",B06011_001,26326,1437
29011,"Barton County, Missouri",B06011_001,22124,2032
29013,"Bates County, Missouri",B06011_001,26056,1072
29015,"Benton County, Missouri",B06011_001,21927,1553
29017,"Bollinger County, Missouri",B06011_001,21690,1260
29019,"Boone County, Missouri",B06011_001,30340,815
29021,"Buchanan County, Missouri",B06011_001,26893,798
29023,"Butler County, Missouri",B06011_001,21494,1104
29025,"Caldwell County, Missouri",B06011_001,26547,710
29027,"Callaway County, Missouri",B06011_001,30266,1111
29029,"Camden County, Missouri",B06011_001,26080,1190
29031,"Cape Girardeau County, Missouri",B06011_001,27099,661
29033,"Carroll County, Missouri",B06011_001,26271,1992
29035,"Carter County, Missouri",B06011_001,19940,3207
29037,"Cass County, Missouri",B06011_001,36371,1073
29039,"Cedar County, Missouri",B06011_001,21214,1289
29041,"Chariton County, Missouri",B06011_001,25762,1228
29043,"Christian County, Missouri",B06011_001,32133,835
29045,"Clark County, Missouri",B06011_001,25118,1117
29047,"Clay County, Missouri",B06011_001,36034,746
29049,"Clinton County, Missouri",B06011_001,33246,1647
29051,"Cole County, Missouri",B06011_001,34228,1114
29053,"Cooper County, Missouri",B06011_001,28404,1863
29055,"Crawford County, Missouri",B06011_001,23087,2293
29057,"Dade County, Missouri",B06011_001,22170,1810
29059,"Dallas County, Missouri",B06011_001,20073,1632
29061,"Daviess County, Missouri",B06011_001,26220,1025
29063,"DeKalb County, Missouri",B06011_001,30173,2230
29065,"Dent County, Missouri",B06011_001,24460,2130
29067,"Douglas County, Missouri",B06011_001,22078,2648
29069,"Dunklin County, Missouri",B06011_001,21933,934
29071,"Franklin County, Missouri",B06011_001,32253,914
29073,"Gasconade County, Missouri",B06011_001,28714,1972
29075,"Gentry County, Missouri",B06011_001,26852,1570
29077,"Greene County, Missouri",B06011_001,26945,415
29079,"Grundy County, Missouri",B06011_001,23804,2363
29081,"Harrison County, Missouri",B06011_001,22261,1289
29083,"Henry County, Missouri",B06011_001,24735,1636
29085,"Hickory County, Missouri",B06011_001,20764,2098
29087,"Holt County, Missouri",B06011_001,28289,1841
29089,"Howard County, Missouri",B06011_001,26621,2844
29091,"Howell County, Missouri",B06011_001,22042,1072
29093,"Iron County, Missouri",B06011_001,22179,2039
29095,"Jackson County, Missouri",B06011_001,32432,409
29097,"Jasper County, Missouri",B06011_001,25899,669
29099,"Jefferson County, Missouri",B06011_001,33449,785
29101,"Johnson County, Missouri",B06011_001,27216,1025
29103,"Knox County, Missouri",B06011_001,19526,2249
29105,"Laclede County, Missouri",B06011_001,25657,1063
29107,"Lafayette County, Missouri",B06011_001,30784,1648
29109,"Lawrence County, Missouri",B06011_001,24094,1450
29111,"Lewis County, Missouri",B06011_001,23704,2292
