fips,NAME,variable,median_income,moe
13267,"Tattnall County, Georgia",B06011_001,19602,1808
13269,"Taylor County, Georgia",B06011_001,21961,1874
13271,"Telfair County, Georgia",B06011_001,16287,1614
13273,"Terrell County, Georgia",B06011_001,20532,2650
13275,"Thomas County, Georgia",B06011_001,27837,1835
13277,"Tift County, Georgia",B06011_001,24568,1661
13279,"Toombs County, Georgia",B06011_001,24581,1673
13281,"Towns County, Georgia",B06011_001,23615,2376
13283,"Treutlen County, Georgia",B06011_001,20268,1604
13285,"Troup County, Georgia",B06011_001,25420,1124
13287,"Turner County, Georgia",B06011_001,22564,2397
13289,"Twiggs County, Georgia",B06011_001,25599,3810
13291,"Union County, Georgia",B06011_001,24408,2207
13293,"Upson County, Georgia",B06011_001,23573,2366
13295,"Walker County, Georgia",B06011_001,24709,1278
13297,"Walton County, Georgia",B06011_001,31588,979
13299,"Ware County, Georgia",B06011_001,24021,1942
13301,"Warren County, Georgia",B06011_001,21372,2054
13303,"Washington County, Georgia",B06011_001,22540,2076
13305,"Wayne County, Georgia",B06011_001,22448,1515
13307,"Webster County, Georgia",B06011_001,22015,2717
13309,"Wheeler County, Georgia",B06011_001,18887,5670
13311,"White County, Georgia",B06011_001,27236,2973
13313,"Whitfield County, Georgia",B06011_001,27072,919
13315,"Wilcox County, Georgia",B06011_001,21314,1837
13317,"Wilkes County, Georgia",B06011_001,21030,1280
13319,"Wilkinson County, Georgia",B06011_001,22750,1840
13321,"Worth County, Georgia",B06011_001,26506,1421
15001,"Hawaii County, Hawaii",B06011_001,31439,634
15003,"Honolulu County, Hawaii",B06011_001,38373,320
15005,"Kalawao County, Hawaii",B06011_001,38923,6968
15007,"Kauai County, Hawaii",B06011_001,34576,1234
15009,"Maui County, Hawaii",B06011_001,36651,852
16001,"Ada County, Idaho",B06011_001,35096,519
16003,"Adams County, Idaho",B06011_001,27614,2823
16005,"Bannock County, Idaho",B06011_001,25342,790
16007,"Bear Lake County, Idaho",B06011_001,27081,3354
16009,"Benewah County, Idaho",B06011_001,25775,2607
16011,"Bingham County, Idaho",B06011_001,26352,1139
16013,"Blaine County, Idaho",B06011_001,32365,1947
16015,"Boise County, Idaho",B06011_001,28117,2409
16017,"Bonner County, Idaho",B06011_001,25439,1146
16019,"Bonneville County, Idaho",B06011_001,27182,813
16021,"Boundary County, Idaho",B06011_001,23602,1876
16023,"Butte County, Idaho",B06011_001,26148,4114
16025,"Camas County, Idaho",B06011_001,29500,7455
16027,"Canyon County, Idaho",B06011_001,26526,531
16029,"Caribou County, Idaho",B06011_001,24720,1977
16031,"Cassia County, Idaho",B06011_001,27022,1745
16033,"Clark County, Idaho",B06011_001,26868,2764
16035,"Clearwater County, Idaho",B06011_001,25919,1732
16037,"Custer County, Idaho",B06011_001,22873,6140
16039,"Elmore County, Idaho",B06011_001,27423,1904
16041,"Franklin County, Idaho",B06011_001,24339,2442
16043,"Fremont County, Idaho",B06011_001,26059,1514
16045,"Gem County, Idaho",B06011_001,25152,1543
16047,"Gooding County, Idaho",B06011_001,25397,2394
16049,"Idaho County, Idaho",B06011_001,23863,1729
16051,"Jefferson County, Idaho",B06011_001,27180,2366
16053,"Jerome County, Idaho",B06011_001,26171,1293
16055,"Kootenai County, Idaho",B06011_001,30017,844
16057,"Latah County, Idaho",B06011_001,24160,1929
16059,"Lemhi County, Idaho",B06011_001,21553,2024
16061,"Lewis County, Idaho",B06011_001,24810,1908
16063,"Lincoln County, Idaho",B06011_001,27721,3872
16065,"Madison County, Idaho",B06011_001,15319,1323
16067,"Minidoka County, Idaho",B06011_001,26236,1668
16069,"Nez Perce County, Idaho",B06011_001,29465,1798
16071,"Oneida County, Idaho",B06011_001,28415,4256
16073,"Owyhee County, Idaho",B06011_001,24497,1748
16075,"Payette County, Idaho",B06011_001,30358,1447
16077,"Power County, Idaho",B06011_001,29766,3720
16079,"Shoshone County, Idaho",B06011_001,22354,1899
16081,"Teton County, Idaho",B06011_001,36282,4039
16083,"Twin Falls County, Idaho",B06011_001,26803,894
16085,"Valley County, Idaho",B06011_001,25624,3701
16087,"Washington County, Idaho",B06011_001,23438,2356
17001,"Adams County, Illinois",B06011_001,31638,832
17003,"Alexander County, Illinois",B06011_001,21691,1476
17005,"Bond County, Illinois",B06011_001,28018,2243
17007,"Boone County, Illinois",B06011_001,31419,1150
17009,"Brown County, Illinois",B06011_001,31299,4075
17011,"Bureau County, Illinois",B06011_001,29335,1260
17013,"Calhoun County, Illinois",B06011_001,29680,4496
17015,"Carroll County, Illinois",B06011_001,30087,1913
17017,"Cass County, Illinois",B06011_001,31048,1328
17019,"Champaign County, Illinois",B06011_001,29941,841
17021,"Christian County, Illinois",B06011_001,31180,912
17023,"Clark County, Illinois",B06011_001,33937,2231
17025,"Clay County, Illinois",B06011_001,28349,2521
17027,"Clinton County, Illinois",B06011_001,35410,1301
17029,"Coles County, Illinois",B06011_001,25077,1170
17031,"Cook County, Illinois",B06011_001,35336,198
17033,"Crawford County, Illinois",B06011_001,27027,1726
17035,"Cumberland County, Illinois",B06011_001,30249,2120
17037,"DeKalb County, Illinois",B06011_001,28594,1143
17039,"De Witt County, Illinois",B06011_001,31261,1165
17041,"Douglas County, Illinois",B06011_001,30706,1347
17043,"DuPage County, Illinois",B06011_001,43245,404
17045,"Edgar County, Illinois",B06011_001,27443,1843
17047,"Edwards County, Illinois",B06011_001,30488,1371
17049,"Effingham County, Illinois",B06011_001,31375,1079
17051,"Fayette County, Illinois",B06011_001,24925,1332
17053,"Ford County, Illinois",B06011_001,30420,2085
17055,"Franklin County, Illinois",B06011_001,23978,1122
17057,"Fulton County, Illinois",B06011_001,28109,1622
17059,"Gallatin County, Illinois",B06011_001,27145,2554
17061,"Greene County, Illinois",B06011_001,27248,1936
17063,"Grundy County, Illinois",B06011_001,40051,1383
17065,"Hamilton County, Illinois",B06011_001,29603,4515
17067,"Hancock County, Illinois",B06011_001,30245,1397
17069,"Hardin County, Illinois",B06011_001,24543,2167
17071,"Henderson County, Illinois",B06011_001,29453,3979
17073,"Henry County, Illinois",B06011_001,31448,917
17075,"Iroquois County, Illinois",B06011_001,27197,925
17077,"Jackson County, Illinois",B06011_001,23224,1084
17079,"Jasper County, Illinois",B06011_001,28002,3442
17081,"Jefferson County, Illinois",B06011_001,28290,1201
17083,"Jersey County, Illinois",B06011_001,32675,1782
17085,"Jo Daviess County, Illinois",B06011_001,31793,1074
17087,"Johnson County, Illinois",B06011_001,29502,2651
17089,"Kane County, Illinois",B06011_001,35433,611
17091,"Kankakee County, Illinois",B06011_001,29164,1112
17093,"Kendall County, Illinois",B06011_001,42266,2198
17095,"Knox County, Illinois",B06011_001,25432,891
17097,"Lake County, Illinois",B06011_001,38923,622
17099,"LaSalle County, Illinois",B06011_001,31078,686
17101,"Lawrence County, Illinois",B06011_001,27404,1543
17103,"Lee County, Illinois",B06011_001,31563,1855
17105,"Livingston County, Illinois",B06011_001,31186,1019
17107,"Logan County, Illinois",B06011_001,31358,942
17109,"McDonough County, Illinois",B06011_001,21583,1765
17111,"McHenry County, Illinois",B06011_001,40383,789
17113,"McLean County, Illinois",B06011_001,34713,808
17115,"Macon County, Illinois",B06011_001,30147,810
17117,"Macoupin County, Illinois",B06011_001,29242,1774
17119,"Madison County, Illinois",B06011_001,33122,796
17121,"Marion County, Illinois",B06011_001,27968,1696
17123,"Marshall County, Illinois",B06011_001,29963,1297
17125,"Mason County, Illinois",B06011_001,27891,1665
17127,"Massac County, Illinois",B06011_001,24547,2032
17129,"Menard County, Illinois",B06011_001,41068,1968
17131,"Mercer County, Illinois",B06011_001,31169,1172
17133,"Monroe County, Illinois",B06011_001,42899,2508
17135,"Montgomery County, Illinois",B06011_001,29000,2368
17137,"Morgan County, Illinois",B06011_001,28341,1779
17139,"Moultrie County, Illinois",B06011_001,33638,2126
17141,"Ogle County, Illinois",B06011_001,32094,825
17143,"Peoria County, Illinois",B06011_001,30847,603
17145,"Perry County, Illinois",B06011_001,29118,1912
17147,"Piatt County, Illinois",B06011_001,37571,2014
17149,"Pike County, Illinois",B06011_001,27095,2286
17151,"Pope County, Illinois",B06011_001,24922,4969
17153,"Pulaski County, Illinois",B06011_001,22753,2168
17155,"Putnam County, Illinois",B06011_001,32649,1388
17157,"Randolph County, Illinois",B06011_001,30458,1257
17159,"Richland County, Illinois",B06011_001,29761,2395
17161,"Rock Island County, Illinois",B06011_001,31381,588
17163,"St. Clair County, Illinois",B06011_001,31199,623
17165,"Saline County, Illinois",B06011_001,26051,1336
17167,"Sangamon County, Illinois",B06011_001,35497,792
17169,"Schuyler County, Illinois",B06011_001,29844,2587
17171,"Scott County, Illinois",B06011_001,31773,2765
17173,"Shelby County, Illinois",B06011_001,31230,1275
17175,"Stark County, Illinois",B06011_001,29952,2382
17177,"Stephenson County, Illinois",B06011_001,28609,1200
17179,"Tazewell County, Illinois",B06011_001,35587,1017
17181,"Union County, Illinois",B06011_001,29519,2144
17183,"Vermilion County, Illinois",B06011_001,27880,1084
17185,"Wabash County, Illinois",B06011_001,27639,2059
17187,"Warren County, Illinois",B06011_001,27616,2342
17189,"Washington County, Illinois",B06011_001,36405,1434
17191,"Wayne County, Illinois",B06011_001,29619,1813
17193,"White County, Illinois",B06011_001,25257,2127
17195,"Whiteside County, Illinois",B06011_001,30354,853
17197,"Will County, Illinois",B06011_001,39027,695
17199,"Williamson County, Illinois",B06011_001,29919,1494
17201,"Winnebago County, Illinois",B06011_001,29277,699
17203,"Woodford County, Illinois",B06011_001,36173,1722
18001,"Adams County, Indiana",B06011_001,29571,1643
18003,"Allen County, Indiana",B06011_001,31134,359
18005,"Bartholomew County, Indiana",B06011_001,32010,877
18007,"Benton County, Indiana",B06011_001,27123,1853
18009,"Blackford County, Indiana",B06011_001,25684,1805
18011,"Boone County, Indiana",B06011_001,43998,1769
18013,"Brown County, Indiana",B06011_001,30218,2165
18015,"Carroll County, Indiana",B06011_001,29986,1810
18017,"Cass County, Indiana",B06011_001,28995,1165
18019,"Clark County, Indiana",B06011_001,31273,667
18021,"Clay County, Indiana",B06011_001,31716,1436
18023,"Clinton County, Indiana",B06011_001,28956,1426
18025,"Crawford County, Indiana",B06011_001,25362,1896
18027,"Daviess County, Indiana",B06011_001,27304,1561
18029,"Dearborn County, Indiana",B06011_001,32036,1016
18031,"Decatur County, Indiana",B06011_001,31460,1691
18033,"DeKalb County, Indiana",B06011_001,31348,917
18035,"Delaware County, Indiana",B06011_001,24093,827
18037,"Dubois County, Indiana",B06011_001,32462,1224
18039,"Elkhart County, Indiana",B06011_001,30035,566
18041,"Fayette County, Indiana",B06011_001,26119,1202
18043,"Floyd County, Indiana",B06011_001,33434,1245
18045,"Fountain County, Indiana",B06011_001,27431,2390
18047,"Franklin County, Indiana",B06011_001,32002,1740
18049,"Fulton County, Indiana",B06011_001,27969,1607
18051,"Gibson County, Indiana",B06011_001,30480,1067
18053,"Grant County, Indiana",B06011_001,24592,984
18055,"Greene County, Indiana",B06011_001,25992,1868
18057,"Hamilton County, Indiana",B06011_001,47374,921
18059,"Hancock County, Indiana",B06011_001,40082,1453
18061,"Harrison County, Indiana",B06011_001,31036,1577
18063,"Hendricks County, Indiana",B06011_001,40010,1155
18065,"Henry County, Indiana",B06011_001,26616,844
18067,"Howard County, Indiana",B06011_001,31329,913
18069,"Huntington County, Indiana",B06011_001,28113,1543
18071,"Jackson County, Indiana",B06011_001,30254,1347
18073,"Jasper County, Indiana",B06011_001,30553,1622
18075,"Jay County, Indiana",B06011_001,26796,867
18077,"Jefferson County, Indiana",B06011_001,26080,1449
18079,"Jennings County, Indiana",B06011_001,30665,1726
18081,"Johnson County, Indiana",B06011_001,35437,1228
18083,"Knox County, Indiana",B06011_001,27723,2084
18085,"Kosciusko County, Indiana",B06011_001,31290,766
18087,"LaGrange County, Indiana",B06011_001,32272,1578
18089,"Lake County, Indiana",B06011_001,30660,416
18091,"LaPorte County, Indiana",B06011_001,29512,916
18093,"Lawrence County, Indiana",B06011_001,29443,1577
18095,"Madison County, Indiana",B06011_001,27229,619
18097,"Marion County, Indiana",B06011_001,30980,287
18099,"Marshall County, Indiana",B06011_001,30269,912
18101,"Martin County, Indiana",B06011_001,30499,1607
18103,"Miami County, Indiana",B06011_001,28271,1455
18105,"Monroe County, Indiana",B06011_001,24409,1180
18107,"Montgomery County, Indiana",B06011_001,30960,1202
18109,"Morgan County, Indiana",B06011_001,32539,1228
18111,"Newton County, Indiana",B06011_001,31419,2413
18113,"Noble County, Indiana",B06011_001,31145,837
18115,"Ohio County, Indiana",B06011_001,31823,1093
18117,"Orange County, Indiana",B06011_001,27215,1701
18119,"Owen County, Indiana",B06011_001,28489,1975
18121,"Parke County, Indiana",B06011_001,27282,1525
18123,"Perry County, Indiana",B06011_001,29861,2008
18125,"Pike County, Indiana",B06011_001,30324,2032
18127,"Porter County, Indiana",B06011_001,34391,941
18129,"Posey County, Indiana",B06011_001,32001,1549
18131,"Pulaski County, Indiana",B06011_001,27890,2561
18133,"Putnam County, Indiana",B06011_001,27152,1497
18135,"Randolph County, Indiana",B06011_001,28122,1475
18137,"Ripley County, Indiana",B06011_001,30973,1052
18139,"Rush County, Indiana",B06011_001,31708,1297
18141,"St. Joseph County, Indiana",B06011_001,28584,738
18143,"Scott County, Indiana",B06011_001,24825,2433
18145,"Shelby County, Indiana",B06011_001,31532,1041
18147,"Spencer County, Indiana",B06011_001,31386,1256
18149,"Starke County, Indiana",B06011_001,25060,1640
18151,"Steuben County, Indiana",B06011_001,30009,1523
18153,"Sullivan County, Indiana",B06011_001,26414,1439
18155,"Switzerland County, Indiana",B06011_001,28779,2287
18157,"Tippecanoe County, Indiana",B06011_001,24796,652
18159,"Tipton County, Indiana",B06011_001,36078,1734
18161,"Union County, Indiana",B06011_001,31676,2396
18163,"Vanderburgh County, Indiana",B06011_001,28286,862
18165,"Vermillion County, Indiana",B06011_001,30935,2030
18167,"Vigo County, Indiana",B06011_001,25377,682
18169,"Wabash County, Indiana",B06011_001,27992,2105
18171,"Warren County, Indiana",B06011_001,33361,2811
18173,"Warrick County, Indiana",B06011_001,37540,1481
18175,"Washington County, Indiana",B06011_001,28749,1627
18177,"Wayne County, Indiana",B06011_001,26526,741
18179,"Wells County, Indiana",B06011_001,31808,1463
18181,"White County, Indiana",B06011_001,29382,1960
18183,"Whitley County, Indiana",B06011_001,33285,1668
19001,"Adair County, Iowa",B06011_001,33335,1990
19003,"Adams County, Iowa",B06011_001,30286,1413
19005,"Allamakee County, Iowa",B06011_001,31675,1591
19007,"Appanoose County, Iowa",B06011_001,24510,2161
19009,"Audubon County, Iowa",B06011_001,29640,2021
19011,"Benton County, Iowa",B06011_001,35665,1298
19013,"Black Hawk County, Iowa",B06011_001,28926,814
19015,"Boone County, Iowa",B06011_001,34435,1289
19017,"Bremer County, Iowa",B06011_001,35202,1452
19019,"Buchanan County, Iowa",B06011_001,32405,1171
19021,"Buena Vista County, Iowa",B06011_001,28448,2866
19023,"Butler County, Iowa",B06011_001,31346,1252
19025,"Calhoun County, Iowa",B06011_001,28525,1929
19027,"Carroll County, Iowa",B06011_001,31930,931
19029,"Cass County, Iowa",B06011_001,29864,2223
19031,"Cedar County, Iowa",B06011_001,34629,1415
19033,"Cerro Gordo County, Iowa",B06011_001,31479,856
19035,"Cherokee County, Iowa",B06011_001,31584,1969
19037,"Chickasaw County, Iowa",B06011_001,33024,2123
19039,"Clarke County, Iowa",B06011_001,29507,3101
19041,"Clay County, Iowa",B06011_001,29359,2749
19043,"Clayton County, Iowa",B06011_001,29890,1591
19045,"Clinton County, Iowa",B06011_001,30027,1050
19047,"Crawford County, Iowa",B06011_001,30450,2066
19049,"Dallas County, Iowa",B06011_001,47228,1930
19051,"Davis County, Iowa",B06011_001,32169,2001
19053,"Decatur County, Iowa",B06011_001,24381,2313
19055,"Delaware County, Iowa",B06011_001,32782,2138
19057,"Des Moines County, Iowa",B06011_001,30230,982
19059,"Dickinson County, Iowa",B06011_001,34114,1731
19061,"Dubuque County, Iowa",B06011_001,33128,1017
19063,"Emmet County, Iowa",B06011_001,28787,2381
19065,"Fayette County, Iowa",B06011_001,26844,1719
19067,"Floyd County, Iowa",B06011_001,30145,1447
19069,"Franklin County, Iowa",B06011_001,31116,1984
19071,"Fremont County, Iowa",B06011_001,31702,1578
19073,"Greene County, Iowa",B06011_001,30465,1548
19075,"Grundy County, Iowa",B06011_001,36959,1324
19077,"Guthrie County, Iowa",B06011_001,32879,1741
19079,"Hamilton County, Iowa",B06011_001,34196,2436
19081,"Hancock County, Iowa",B06011_001,34308,2026
19083,"Hardin County, Iowa",B06011_001,30565,1199
19085,"Harrison County, Iowa",B06011_001,34683,1237
19087,"Henry County, Iowa",B06011_001,28291,1156
19089,"Howard County, Iowa",B06011_001,31167,914
19091,"Humboldt County, Iowa",B06011_001,32069,1723
19093,"Ida County, Iowa",B06011_001,32944,2117
19095,"Iowa County, Iowa",B06011_001,34630,2231
19097,"Jackson County, Iowa",B06011_001,32074,1710
19099,"Jasper County, Iowa",B06011_001,32414,1534
19101,"Jefferson County, Iowa",B06011_001,26739,1835
19103,"Johnson County, Iowa",B06011_001,30666,909
19105,"Jones County, Iowa",B06011_001,32365,1857
19107,"Keokuk County, Iowa",B06011_001,29924,1800
19109,"Kossuth County, Iowa",B06011_001,32915,1386
19111,"Lee County, Iowa",B06011_001,27877,1534
19113,"Linn County, Iowa",B06011_001,35625,953
19115,"Louisa County, Iowa",B06011_001,31221,1405
19117,"Lucas County, Iowa",B06011_001,31060,1523
19119,"Lyon County, Iowa",B06011_001,34368,1819
19121,"Madison County, Iowa",B06011_001,39247,1874
19123,"Mahaska County, Iowa",B06011_001,27317,2086
19125,"Marion County, Iowa",B06011_001,33768,1476
19127,"Marshall County, Iowa",B06011_001,31370,873
19129,"Mills County, Iowa",B06011_001,36862,2001
19131,"Mitchell County, Iowa",B06011_001,31704,2125
19133,"Monona County, Iowa",B06011_001,29830,1732
19135,"Monroe County, Iowa",B06011_001,34683,3429
19137,"Montgomery County, Iowa",B06011_001,31071,1336
19139,"Muscatine County, Iowa",B06011_001,32864,1507
19141,"O'Brien County, Iowa",B06011_001,31135,1992
19143,"Osceola County, Iowa",B06011_001,33462,2502
19145,"Page County, Iowa",B06011_001,28403,1916
19147,"Palo Alto County, Iowa",B06011_001,31108,1142
19149,"Plymouth County, Iowa",B06011_001,36754,1353
19151,"Pocahontas County, Iowa",B06011_001,31945,1795
19153,"Polk County, Iowa",B06011_001,37225,534
19155,"Pottawattamie County, Iowa",B06011_001,32099,641
19157,"Poweshiek County, Iowa",B06011_001,30637,1690
19159,"Ringgold County, Iowa",B06011_001,28097,2595
19161,"Sac County, Iowa",B06011_001,32765,1627
19163,"Scott County, Iowa",B06011_001,34929,862
19165,"Shelby County, Iowa",B06011_001,33226,1576
19167,"Sioux County, Iowa",B06011_001,31003,1079
19169,"Story County, Iowa",B06011_001,25190,1035
19171,"Tama County, Iowa",B06011_001,30458,823
19173,"Taylor County, Iowa",B06011_001,30394,1778
19175,"Union County, Iowa",B06011_001,27606,2037
19177,"Van Buren County, Iowa",B06011_001,27413,1738
19179,"Wapello County, Iowa",B06011_001,27820,1695
19181,"Warren County, Iowa",B06011_001,39858,1603
19183,"Washington County, Iowa",B06011_001,33791,1531
19185,"Wayne County, Iowa",B06011_001,30461,1352
19187,"Webster County, Iowa",B06011_001,28169,2092
19189,"Winnebago County, Iowa",B06011_001,30590,1359
19191,"Winneshiek County, Iowa",B06011_001,31163,1236
19193,"Woodbury County, Iowa",B06011_001,31552,600
19195,"Worth County, Iowa",B06011_001,32488,2286
19197,"Wright County, Iowa",B06011_001,30309,1634
20001,"Allen County, Kansas",B06011_001,25528,1878
20003,"Anderson County, Kansas",B06011_001,26516,2074
20005,"Atchison County, Kansas",B06011_001,23508,1469
20007,"Barber County, Kansas",B06011_001,29351,3332
20009,"Barton County, Kansas",B06011_001,27442,1786
20011,"Bourbon County, Kansas",B06011_001,25318,1824
20013,"Brown County, Kansas",B06011_001,25684,1921
20015,"Butler County, Kansas",B06011_001,32922,1499
20017,"Chase County, Kansas",B06011_001,26204,2454
20019,"Chautauqua County, Kansas",B06011_001,21857,1637
20021,"Cherokee County, Kansas",B06011_001,25254,1422
20023,"Cheyenne County, Kansas",B06011_001,28233,3827
20025,"Clark County, Kansas",B06011_001,30286,4334
20027,"Clay County, Kansas",B06011_001,29810,3141
20029,"Cloud County, Kansas",B06011_001,28663,1819
20031,"Coffey County, Kansas",B06011_001,31463,1819
20033,"Comanche County, Kansas",B06011_001,29447,3044
20035,"Cowley County, Kansas",B06011_001,28338,1460
20037,"Crawford County, Kansas",B06011_001,24365,1497
20039,"Decatur County, Kansas",B06011_001,28239,4063
20041,"Dickinson County, Kansas",B06011_001,29338,2097
20043,"Doniphan County, Kansas",B06011_001,25320,1878
20045,"Douglas County, Kansas",B06011_001,27283,998
20047,"Edwards County, Kansas",B06011_001,30038,2168
20049,"Elk County, Kansas",B06011_001,23410,1798
20051,"Ellis County, Kansas",B06011_001,27720,2401
20053,"Ellsworth County, Kansas",B06011_001,28942,3021
20055,"Finney County, Kansas",B06011_001,31825,1224
20057,"Ford County, Kansas",B06011_001,30133,1177
20059,"Franklin County, Kansas",B06011_001,30936,1215
20061,"Geary County, Kansas",B06011_001,30821,1221
20063,"Gove County, Kansas",B06011_001,30850,1078
20065,"Graham County, Kansas",B06011_001,29098,3313
20067,"Grant County, Kansas",B06011_001,35992,7101
20069,"Gray County, Kansas",B06011_001,34106,2699
20071,"Greeley County, Kansas",B06011_001,30066,6709
20073,"Greenwood County, Kansas",B06011_001,27431,2774
20075,"Hamilton County, Kansas",B06011_001,35179,6331
20077,"Harper County, Kansas",B06011_001,28037,2348
20079,"Harvey County, Kansas",B06011_001,30840,1265
20081,"Haskell County, Kansas",B06011_001,30232,2172
20083,"Hodgeman County, Kansas",B06011_001,31335,1707
20085,"Jackson County, Kansas",B06011_001,31510,1374
20087,"Jefferson County, Kansas",B06011_001,36641,1963
20089,"Jewell County, Kansas",B06011_001,23629,1883
20091,"Johnson County, Kansas",B06011_001,45092,667
20093,"Kearny County, Kansas",B06011_001,28801,3289
20095,"Kingman County, Kansas",B06011_001,30592,1294
20097,"Kiowa County, Kansas",B06011_001,26978,2386
20099,"Labette County, Kansas",B06011_001,26760,1325
20101,"Lane County, Kansas",B06011_001,31344,2795
20103,"Leavenworth County, Kansas",B06011_001,33885,1361
20105,"Lincoln County, Kansas",B06011_001,28266,3343
20107,"Linn County, Kansas",B06011_001,27054,2560
20109,"Logan County, Kansas",B06011_001,26239,2632
20111,"Lyon County, Kansas",B06011_001,26671,1560
20113,"McPherson County, Kansas",B06011_001,30603,1250
20115,"Marion County, Kansas",B06011_001,25948,1067
20117,"Marshall County, Kansas",B06011_001,30723,1231
20119,"Meade County, Kansas",B06011_001,33184,2165
20121,"Miami County, Kansas",B06011_001,37143,1382
20123,"Mitchell County, Kansas",B06011_001,29908,2559
20125,"Montgomery County, Kansas",B06011_001,25125,1106
20127,"Morris County, Kansas",B06011_001,30787,1708
20129,"Morton County, Kansas",B06011_001,28354,2749
20131,"Nemaha County, Kansas",B06011_001,29505,2046
20133,"Neosho County, Kansas",B06011_001,27291,1487
20135,"Ness County, Kansas",B06011_001,30585,2732
20137,"Norton County, Kansas",B06011_001,24459,3738
20139,"Osage County, Kansas",B06011_001,30558,1504
20141,"Osborne County, Kansas",B06011_001,30123,3440
20143,"Ottawa County, Kansas",B06011_001,31891,1327
20145,"Pawnee County, Kansas",B06011_001,25654,1964
20147,"Phillips County, Kansas",B06011_001,29707,2421
20149,"Pottawatomie County, Kansas",B06011_001,36304,1684
20151,"Pratt County, Kansas",B06011_001,26836,1198
20153,"Rawlins County, Kansas",B06011_001,30242,3635
20155,"Reno County, Kansas",B06011_001,27535,828
20157,"Republic County, Kansas",B06011_001,29635,2222
20159,"Rice County, Kansas",B06011_001,26372,2053
20161,"Riley County, Kansas",B06011_001,23679,870
20163,"Rooks County, Kansas",B06011_001,28503,1764
20165,"Rush County, Kansas",B06011_001,28207,3594
20167,"Russell County, Kansas",B06011_001,25595,3348
20169,"Saline County, Kansas",B06011_001,29239,1554
20171,"Scott County, Kansas",B06011_001,28350,4443
20173,"Sedgwick County, Kansas",B06011_001,31071,328
20175,"Seward County, Kansas",B06011_001,29024,2339
20177,"Shawnee County, Kansas",B06011_001,33261,719
20179,"Sheridan County, Kansas",B06011_001,35785,5478
20181,"Sherman County, Kansas",B06011_001,31116,2874
20183,"Smith County, Kansas",B06011_001,25601,1910
20185,"Stafford County, Kansas",B06011_001,28666,1767
20187,"Stanton County, Kansas",B06011_001,31049,2863
20189,"Stevens County, Kansas",B06011_001,26152,1739
20191,"Sumner County, Kansas",B06011_001,30056,1662
20193,"Thomas County, Kansas",B06011_001,32140,3110
20195,"Trego County, Kansas",B06011_001,32185,2776
20197,"Wabaunsee County, Kansas",B06011_001,32231,2117
20199,"Wallace County, Kansas",B06011_001,31210,4045
20201,"Washington County, Kansas",B06011_001,29331,2162
20203,"Wichita County, Kansas",B06011_001,31452,5104
20205,"Wilson County, Kansas",B06011_001,26897,2146
20207,"Woodson County, Kansas",B06011_001,27743,3123
20209,"Wyandotte County, Kansas",B06011_001,27558,767
21001,"Adair County, Kentucky",B06011_001,21415,1323
21003,"Allen County, Kentucky",B06011_001,23611,1742
21005,"Anderson County, Kentucky",B06011_001,31561,2108
21007,"Ballard County, Kentucky",B06011_001,25877,1477
21009,"Barren County, Kentucky",B06011_001,22816,1324
21011,"Bath County, Kentucky",B06011_001,24104,2869
21013,"Bell County, Kentucky",B06011_001,16507,905
21015,"Boone County, Kentucky",B06011_001,37773,1504
21017,"Bourbon County, Kentucky",B06011_001,26072,2493
21019,"Boyd County, Kentucky",B06011_001,26186,1100
21021,"Boyle County, Kentucky",B06011_001,25222,1558
21023,"Bracken County, Kentucky",B06011_001,26021,2787
21025,"Breathitt County, Kentucky",B06011_001,17752,2047
21027,"Breckinridge County, Kentucky",B06011_001,24279,3028
21029,"Bullitt County, Kentucky",B06011_001,32295,949
21031,"Butler County, Kentucky",B06011_001,24539,1441
21033,"Caldwell County, Kentucky",B06011_001,28373,3564
21035,"Calloway County, Kentucky",B06011_001,21334,1243
21037,"Campbell County, Kentucky",B06011_001,33019,1356
21039,"Carlisle County, Kentucky",B06011_001,25793,1863
21041,"Carroll County, Kentucky",B06011_001,23706,3009
21043,"Carter County, Kentucky",B06011_001,19835,1670
21045,"Casey County, Kentucky",B06011_001,17900,2739
21047,"Christian County, Kentucky",B06011_001,27099,718
21049,"Clark County, Kentucky",B06011_001,27835,1638
21051,"Clay County, Kentucky",B06011_001,17199,1699
21053,"Clinton County, Kentucky",B06011_001,20965,1658
21055,"Crittenden County, Kentucky",B06011_001,23335,2170
21057,"Cumberland County, Kentucky",B06011_001,19615,4121
21059,"Daviess County, Kentucky",B06011_001,28938,1359
21061,"Edmonson County, Kentucky",B06011_001,22718,2226
21063,"Elliott County, Kentucky",B06011_001,18621,2980
21065,"Estill County, Kentucky",B06011_001,18976,1418
21067,"Fayette County, Kentucky",B06011_001,30974,488
21069,"Fleming County, Kentucky",B06011_001,24017,1737
21071,"Floyd County, Kentucky",B06011_001,19745,1693
21073,"Franklin County, Kentucky",B06011_001,32657,1664
21075,"Fulton County, Kentucky",B06011_001,20914,1953
21077,"Gallatin County, Kentucky",B06011_001,25706,2171
21079,"Garrard County, Kentucky",B06011_001,26491,1987
21081,"Grant County, Kentucky",B06011_001,30564,2217
21083,"Graves County, Kentucky",B06011_001,24536,1728
21085,"Grayson County, Kentucky",B06011_001,23464,1833
21087,"Green County, Kentucky",B06011_001,20106,1640
21089,"Greenup County, Kentucky",B06011_001,26273,1174
